fpr,tpr,roc_auc
0.0,0.0,0.9975155279503106
0.0,0.008695652173913044,0.9975155279503106
0.0,0.8434782608695652,0.9975155279503106
0.0025974025974025974,0.8434782608695652,0.9975155279503106
0.0025974025974025974,0.9130434782608695,0.9975155279503106
0.005194805194805195,0.9130434782608695,0.9975155279503106
0.005194805194805195,0.9478260869565217,0.9975155279503106
0.007792207792207792,0.9478260869565217,0.9975155279503106
0.007792207792207792,0.9652173913043478,0.9975155279503106
0.01038961038961039,0.9652173913043478,0.9975155279503106
0.01038961038961039,0.9739130434782609,0.9975155279503106
0.012987012987012988,0.9739130434782609,0.9975155279503106
0.012987012987012988,0.9826086956521739,0.9975155279503106
0.02077922077922078,0.9826086956521739,0.9975155279503106
0.02077922077922078,0.991304347826087,0.9975155279503106
0.18441558441558442,0.991304347826087,0.9975155279503106
0.18441558441558442,1.0,0.9975155279503106
1.0,1.0,0.9975155279503106
0.0,0.0,0.8482233603698759
0.0,0.007194244604316547,0.8482233603698759
0.0,0.20863309352517986,0.8482233603698759
0.002770083102493075,0.20863309352517986,0.8482233603698759
0.002770083102493075,0.2446043165467626,0.8482233603698759
0.00554016620498615,0.2446043165467626,0.8482233603698759
0.00554016620498615,0.2949640287769784,0.8482233603698759
0.008310249307479225,0.2949640287769784,0.8482233603698759
0.008310249307479225,0.34532374100719426,0.8482233603698759
0.0110803324099723,0.34532374100719426,0.8482233603698759
0.0110803324099723,0.37410071942446044,0.8482233603698759
0.013850415512465374,0.37410071942446044,0.8482233603698759
0.013850415512465374,0.4028776978417266,0.8482233603698759
0.019390581717451522,0.4028776978417266,0.8482233603698759
0.019390581717451522,0.4244604316546763,0.8482233603698759
0.024930747922437674,0.4244604316546763,0.8482233603698759
0.024930747922437674,0.43884892086330934,0.8482233603698759
0.027700831024930747,0.43884892086330934,0.8482233603698759
0.027700831024930747,0.4748201438848921,0.8482233603698759
0.036011080332409975,0.4748201438848921,0.8482233603698759
0.036011080332409975,0.49640287769784175,0.8482233603698759
0.038781163434903045,0.49640287769784175,0.8482233603698759
0.038781163434903045,0.5035971223021583,0.8482233603698759
0.0443213296398892,0.5035971223021583,0.8482233603698759
0.0443213296398892,0.539568345323741,0.8482233603698759
0.04709141274238227,0.539568345323741,0.8482233603698759
0.04709141274238227,0.5467625899280576,0.8482233603698759
0.05263157894736842,0.5467625899280576,0.8482233603698759
0.05263157894736842,0.5611510791366906,0.8482233603698759
0.07479224376731301,0.5611510791366906,0.8482233603698759
0.07479224376731301,0.5755395683453237,0.8482233603698759
0.07756232686980609,0.5755395683453237,0.8482233603698759
0.07756232686980609,0.5827338129496403,0.8482233603698759
0.09695290858725762,0.5827338129496403,0.8482233603698759
0.09695290858725762,0.60431654676259,0.8482233603698759
0.10249307479224377,0.60431654676259,0.8482233603698759
0.10249307479224377,0.6115107913669064,0.8482233603698759
0.11911357340720222,0.6115107913669064,0.8482233603698759
0.11911357340720222,0.6187050359712231,0.8482233603698759
0.13019390581717452,0.6187050359712231,0.8482233603698759
0.13019390581717452,0.6258992805755396,0.8482233603698759
0.13573407202216067,0.6258992805755396,0.8482233603698759
0.13573407202216067,0.6330935251798561,0.8482233603698759
0.13850415512465375,0.6330935251798561,0.8482233603698759
0.13850415512465375,0.6546762589928058,0.8482233603698759
0.1440443213296399,0.6546762589928058,0.8482233603698759
0.1440443213296399,0.6834532374100719,0.8482233603698759
0.14681440443213298,0.6834532374100719,0.8482233603698759
0.14681440443213298,0.6906474820143885,0.8482233603698759
0.1523545706371191,0.6906474820143885,0.8482233603698759
0.1523545706371191,0.7050359712230215,0.8482233603698759
0.16066481994459833,0.7050359712230215,0.8482233603698759
0.16066481994459833,0.7122302158273381,0.8482233603698759
0.16620498614958448,0.7122302158273381,0.8482233603698759
0.16620498614958448,0.7194244604316546,0.8482233603698759
0.1772853185595568,0.7194244604316546,0.8482233603698759
0.1772853185595568,0.7266187050359713,0.8482233603698759
0.18559556786703602,0.7266187050359713,0.8482233603698759
0.18559556786703602,0.7338129496402878,0.8482233603698759
0.1883656509695291,0.7338129496402878,0.8482233603698759
0.1883656509695291,0.7410071942446043,0.8482233603698759
0.20221606648199447,0.7410071942446043,0.8482233603698759
0.20221606648199447,0.7482014388489209,0.8482233603698759
0.21329639889196675,0.7482014388489209,0.8482233603698759
0.21329639889196675,0.7553956834532374,0.8482233603698759
0.23545706371191136,0.7553956834532374,0.8482233603698759
0.23545706371191136,0.762589928057554,0.8482233603698759
0.24930747922437674,0.762589928057554,0.8482233603698759
0.24930747922437674,0.7769784172661871,0.8482233603698759
0.2742382271468144,0.7769784172661871,0.8482233603698759
0.2742382271468144,0.7841726618705036,0.8482233603698759
0.28254847645429365,0.7841726618705036,0.8482233603698759
0.28254847645429365,0.7913669064748201,0.8482233603698759
0.29085872576177285,0.7913669064748201,0.8482233603698759
0.29085872576177285,0.7985611510791367,0.8482233603698759
0.296398891966759,0.7985611510791367,0.8482233603698759
0.296398891966759,0.8057553956834532,0.8482233603698759
0.32132963988919666,0.8057553956834532,0.8482233603698759
0.32132963988919666,0.8129496402877698,0.8482233603698759
0.33518005540166207,0.8129496402877698,0.8482233603698759
0.33518005540166207,0.8201438848920863,0.8482233603698759
0.3462603878116344,0.8201438848920863,0.8482233603698759
0.3462603878116344,0.8273381294964028,0.8482233603698759
0.3878116343490305,0.8273381294964028,0.8482233603698759
0.3878116343490305,0.8345323741007195,0.8482233603698759
0.4099722991689751,0.8345323741007195,0.8482233603698759
0.4099722991689751,0.841726618705036,0.8482233603698759
0.43490304709141275,0.841726618705036,0.8482233603698759
0.43490304709141275,0.8489208633093526,0.8482233603698759
0.44598337950138506,0.8489208633093526,0.8482233603698759
0.44598337950138506,0.8561151079136691,0.8482233603698759
0.481994459833795,0.8561151079136691,0.8482233603698759
0.481994459833795,0.8633093525179856,0.8482233603698759
0.4930747922437673,0.8633093525179856,0.8482233603698759
0.4930747922437673,0.8705035971223022,0.8482233603698759
0.5013850415512465,0.8705035971223022,0.8482233603698759
0.5013850415512465,0.8776978417266187,0.8482233603698759
0.5263157894736842,0.8776978417266187,0.8482233603698759
0.5263157894736842,0.8848920863309353,0.8482233603698759
0.5318559556786704,0.8848920863309353,0.8482233603698759
0.5318559556786704,0.8920863309352518,0.8482233603698759
0.5373961218836565,0.8920863309352518,0.8482233603698759
0.5373961218836565,0.8992805755395683,0.8482233603698759
0.5429362880886427,0.8992805755395683,0.8482233603698759
0.5429362880886427,0.9064748201438849,0.8482233603698759
0.5457063711911357,0.9064748201438849,0.8482233603698759
0.5457063711911357,0.9136690647482014,0.8482233603698759
0.5512465373961218,0.9136690647482014,0.8482233603698759
0.5512465373961218,0.920863309352518,0.8482233603698759
0.5844875346260388,0.920863309352518,0.8482233603698759
0.5844875346260388,0.9280575539568345,0.8482233603698759
0.592797783933518,0.9280575539568345,0.8482233603698759
0.592797783933518,0.9424460431654677,0.8482233603698759
0.6121883656509696,0.9424460431654677,0.8482233603698759
0.6121883656509696,0.9496402877697842,0.8482233603698759
0.631578947368421,0.9496402877697842,0.8482233603698759
0.631578947368421,0.9568345323741008,0.8482233603698759
0.6371191135734072,0.9568345323741008,0.8482233603698759
0.6371191135734072,0.9640287769784173,0.8482233603698759
0.6565096952908587,0.9640287769784173,0.8482233603698759
0.6565096952908587,0.9712230215827338,0.8482233603698759
0.6703601108033241,0.9712230215827338,0.8482233603698759
0.6703601108033241,0.9784172661870504,0.8482233603698759
0.6814404432132964,0.9784172661870504,0.8482233603698759
0.6814404432132964,0.9856115107913669,0.8482233603698759
0.6952908587257618,0.9856115107913669,0.8482233603698759
0.6952908587257618,0.9928057553956835,0.8482233603698759
0.7506925207756233,0.9928057553956835,0.8482233603698759
0.7506925207756233,1.0,0.8482233603698759
1.0,1.0,0.8482233603698759
0.0,0.0,0.9213031521049292
0.0,0.005747126436781609,0.9213031521049292
0.0,0.06321839080459771,0.9213031521049292
0.003067484662576687,0.06321839080459771,0.9213031521049292
0.003067484662576687,0.23563218390804597,0.9213031521049292
0.006134969325153374,0.23563218390804597,0.9213031521049292
0.006134969325153374,0.25287356321839083,0.9213031521049292
0.009202453987730062,0.25287356321839083,0.9213031521049292
0.009202453987730062,0.3103448275862069,0.9213031521049292
0.012269938650306749,0.3103448275862069,0.9213031521049292
0.012269938650306749,0.3218390804597701,0.9213031521049292
0.018404907975460124,0.3218390804597701,0.9213031521049292
0.018404907975460124,0.3275862068965517,0.9213031521049292
0.02147239263803681,0.3275862068965517,0.9213031521049292
0.02147239263803681,0.3390804597701149,0.9213031521049292
0.024539877300613498,0.3390804597701149,0.9213031521049292
0.024539877300613498,0.39655172413793105,0.9213031521049292
0.027607361963190184,0.39655172413793105,0.9213031521049292
0.027607361963190184,0.4367816091954023,0.9213031521049292
0.03067484662576687,0.4367816091954023,0.9213031521049292
