0,1,2
-0.03633678413548553,0.1164018021692483,-0.08006501803379996
-0.25217352444744207,0.14132459610843745,0.11084892833925401
-0.7142225154342249,0.7436660799056023,-0.0294435644701925
0.03116623626289948,0.03992088167228595,-0.0710871179351331
0.04364732117664694,-0.015336031661871835,-0.028311289514692303
-0.014590472495478322,0.022811571364045168,-0.008221098868563688
0.005933351684078498,0.039011092634269925,-0.04494444431835559
-0.010553280548573213,0.0047306465511956775,0.0058226339973789
-0.01820634498788259,0.007031140188048551,0.011175204799870544
0.024347738740934,-0.0014687254441096038,-0.02287901329682017
-0.03704602127370317,0.015850684507296747,0.02119533676638822
0.025484489177527336,-0.09947710865189165,0.07399261947423641
1.4250840571309213,-0.5099009307682736,-0.9151831263650445
0.016098782724927412,0.012667054017267726,-0.028765836742303492
-0.0757517341694723,0.01722924477079771,0.05852248939855942
0.13152971197911098,0.04124617591042318,-0.1727758878894696
-0.14058823767777942,0.15194033917489938,-0.011352101497344393
-0.008010716864647867,0.08999570607162774,-0.08198498920697139
-0.5728757689509388,0.30074607743010284,0.27212969152064737
0.006689898292731681,0.008872663806005472,-0.015562562098738384
