0,1,2,3
0.10222497598031073,0.07401731815828763,-0.17232081825648277,-0.003921475882071397
-7.9962095631045775,2.3897575264366315,2.7859420511487727,2.8205099855143403
1.8750172915687757,-0.6575764979693507,-0.2854057486438289,-0.9320350449546185
0.9182085775630336,0.02804594251054883,-0.47175943713436985,-0.47449508293906084
0.05495374695535989,-0.14745441946372062,0.01984406063321203,0.07265661187519697
3.185848755257251,0.6874927390518667,-1.536787863812954,-2.3365536304947843
0.16474768308820173,-0.1822059834519277,0.07797963453413108,-0.06052133417050921
-0.03317348493701524,-0.004366002327312316,0.001784004767134386,0.03575548249720507
0.04196391201692357,-0.08223400295653785,0.33118452449442626,-0.29091443355451724
0.5926015536269142,-10.509041907812936,4.811894161744205,5.10454619244903
